id,name,department,current_shift
4052,Dr. Tammy Soto,Sales,night
4053,Antonio Berger,IT,night
4054,Brandy Sanders,IT,night
4055,Joseph Flores,Finance,night
4056,Amy Martin,Sales,night
4057,Linda Wong,Finance,morning
4058,Margaret Aguirre,Sales,morning
4059,Tracy Barker,Finance,evening
4060,Mr. Aaron Keller,IT,evening
4061,Megan Evans,Support,night
4062,Michael Lopez,Support,morning
4063,Julie Williams,HR,night
4064,Brittany Perez,Finance,morning
4065,Daniel Travis,Sales,night
4066,Madison Escobar,Finance,evening
4067,Cynthia Cook,IT,night
4068,Lorraine Miller,IT,morning
4069,Veronica Howard,Finance,morning
4070,Antonio Martinez,IT,morning
4071,Kelly Townsend,Support,evening
4072,Brandon Young,Sales,morning
4073,Barbara Stephens,Finance,night
4074,Brittany Howell,HR,evening
4075,Patricia Allen,Support,morning
4076,Yolanda Nelson,Support,evening
4077,Michael Cabrera,IT,morning
4078,Amy Rice,Support,evening
4079,Dr. Kenneth Wolfe,IT,evening
4080,Ryan Miller,HR,morning
4081,Laura Berry,IT,morning
4082,Jennifer Livingston,HR,morning
4083,Sarah Anderson,Finance,morning
4084,William Cherry,Sales,evening
4085,Richard Jacobs,IT,evening
4086,Julia Holmes,Sales,evening
4087,Susan Barnes,Support,night
4088,Stephanie Arnold,Sales,morning
4089,Sally Wong,Finance,morning
4090,Emily Carey,IT,night
4091,Jesse Hall,Finance,evening
4092,John Lozano,Sales,night
4093,Rachel Riley,HR,night
4094,Ruth Jones,Sales,night
4095,Mike Johnson,HR,evening
4096,Sydney Davenport,IT,morning
4097,Michelle Smith,Support,evening
4098,Pamela Barrett,HR,evening
4099,Justin Adams,IT,morning
4100,Laura Richardson,HR,evening
4101,Stephanie Martinez,Sales,morning
4102,Angela Mclaughlin,Finance,evening
4103,Ricky Kelly,HR,evening
4104,Jennifer Bell,HR,evening
4105,Sonya Terrell,Support,night
4106,Jonathan Long,Support,night
4107,Sonya Cox,Support,night
4108,Beverly Banks,IT,morning
4109,Ariel Walker,Finance,night
4110,Clayton Anderson,HR,evening
4111,Katherine White,Support,morning
4112,Gary Torres,HR,morning
4113,Ryan Thomas,IT,morning
4114,Kimberly Wiggins,IT,morning
4115,Jeffrey Kennedy,HR,night
4116,Rebecca Ortega,IT,night
4117,Katherine Grimes,Support,morning
4118,Brandi Krueger,Finance,morning
4119,Tiffany Bowers,HR,evening
4120,Jordan Kramer,HR,evening
4121,Robert Ibarra,Sales,morning
4122,Jennifer Sanford,Support,night
4123,Donald Dillon,Sales,morning
4124,Xavier Lee,Finance,evening
4125,William English,Sales,morning
4126,Tiffany Scott,Support,night
4127,Colleen Holt,Sales,night
4128,Jesse Roberts,Support,night
4129,Christina Greene,Finance,night
4130,Raymond Perez,IT,morning
4131,Casey Mata,Support,night
4132,Paul Peterson,HR,night
4133,Gregory Powell,Finance,evening
4134,Jeremy Miller,HR,night
4135,Brianna Scott,Finance,night
4136,Justin Sullivan,Finance,night
4137,Ana Diaz,Support,morning
4138,Jill Walker,Sales,morning
4139,Aaron Potter,Support,night
4140,Alan Myers,Sales,night
4141,Joshua Mejia,Sales,night
4142,Rachel Gomez,Sales,morning
4143,Diana Silva,Sales,night
4144,Shawn Bradshaw,Support,evening
4145,Michael Higgins,HR,night
4146,Michelle Hess,Sales,night
4147,Chad Ellis,Support,night
4148,Stephanie Mitchell,Support,morning
4149,Amanda Fisher,Support,evening
4150,Bob Torres,Support,morning
4151,Austin Bean,HR,evening
4152,Katie Lowe,Support,evening
4153,Jessica Yoder,Finance,evening
4154,Jeffrey Fox,IT,night
4155,Matthew Melendez,HR,night
4156,Keith Arnold,Finance,evening
4157,Jeremiah Harris,Support,morning
4158,Renee Johnson,Support,night
4159,Sandra Kemp,Sales,morning
4160,Nicole Strickland,IT,night
4161,Richard Brown,Sales,night
4162,William Gill,Sales,evening
4163,Vicki Miller,Finance,morning
4164,Alejandro Carter,Support,night
4165,Taylor Bryant,Support,morning
4166,Earl May,IT,evening
4167,Laura Phillips,Support,morning
4168,Andrew Taylor,Sales,night
4169,Robert Bradley,Sales,evening
4170,Brittany Smith,IT,morning
4171,Cheryl Vega,Support,evening
4172,Susan Taylor,Finance,morning
4173,Stacey Hodge,IT,morning
4174,Gary Watts,Sales,evening
4175,Jesse Smith,IT,evening
4176,Christine Knight,HR,evening
4177,Nicole Solomon,Sales,morning
4178,Robert Hunt,HR,evening
4179,Andrew Clark,Support,evening
4180,Julie Parker,Finance,evening
4181,Daniel Cole,HR,morning
4182,Shaun Morris,IT,morning
4183,Penny Wright,HR,evening
4184,Juan Garcia,Support,evening
4185,Karen Johnson DVM,Finance,night
4186,Matthew Clark,HR,morning
4187,Angel Nguyen,Support,morning
4188,Daniel Reed,Sales,morning
4189,Joshua Jackson,Finance,evening
4190,Tiffany Miller,Sales,morning
4191,Nicole Brown,Finance,night
4192,Randall Anderson,HR,night
4193,Cindy Rodriguez,Sales,morning
4194,Jeffrey Ortega,Finance,night
4195,Mr. Bryan Moody DDS,IT,evening
4196,John Benson,Finance,evening
4197,Kim Scott,Support,evening
4198,Marcus Stanley,Support,evening
4199,Paige Davis,Finance,evening
4200,Joyce Miller,Sales,evening
4201,Allison Jackson,IT,morning
4202,Jennifer Vaughn,Support,evening
4203,Tracy Williams,IT,evening
4204,Phillip Crane,Finance,evening
4205,Patricia Hopkins,Sales,morning
4206,Robert Smith,Finance,morning
4207,Joseph Hammond,HR,morning
4208,Cory Moore,Finance,morning
4209,Monica Martin,Finance,night
4210,Katherine Berg,Finance,morning
4211,Benjamin Hansen,Finance,evening
4212,Manuel Johnson,HR,evening
4213,Holly Molina,Sales,morning
4214,Matthew Gibson,Support,morning
4215,William Davis,Support,morning
4216,Amy Miller,Finance,evening
4217,Kimberly Simmons,IT,evening
4218,Rachel Alexander,Support,morning
4219,Brian Wilson,HR,night
4220,Nicole Palmer,Sales,morning
4221,Christina Pierce,Finance,evening
4222,Phillip Gibson,Sales,evening
4223,George Garner,Support,night
4224,Rachel Farmer,Support,night
4225,Nicholas Barton,IT,morning
4226,Tamara Mcgrath,Finance,night
4227,Kimberly Phillips DDS,Finance,morning
4228,Jonathan Garner,HR,evening
4229,Carlos Palmer,HR,morning
4230,Paul Campos,Support,evening
4231,Tammy Melendez,IT,evening
4232,Mike Chen,Sales,evening
4233,Jennifer Murphy,HR,morning
4234,Annette Roth,Support,night
4235,Matthew Wilson,HR,evening
4236,Leon Palmer,Finance,night
4237,Angela Smith,Sales,evening
4238,Robert Mcfarland,Sales,morning
4239,Madeline Chavez,IT,morning
4240,Anthony Lee,HR,evening
4241,Bernard Ballard,Finance,morning
4242,Katherine Petersen,Finance,night
4243,Jordan Chaney,Support,morning
4244,Joseph Newman,Finance,evening
4245,Joshua Thomas,IT,night
4246,Nancy Myers,Finance,night
4247,Adrian Allen,HR,evening
4248,Carly Flynn,IT,morning
4249,Melanie Mcdonald,HR,night
4250,Stephanie Waller,Support,night
4251,Chloe Willis,Finance,morning
4252,Taylor Cole,HR,night
4253,Adam Castillo,IT,morning
4254,Margaret Flores,Support,night
4255,Daniel Brown,Finance,morning
4256,Tammie Mcbride,Support,morning
4257,Cameron Wall,HR,morning
4258,Ann Castro,HR,night
4259,Kendra Espinoza,Support,evening
4260,Connie Ramirez,Support,night
4261,Deborah Espinoza,Support,morning
4262,Wayne Nelson,HR,evening
4263,Jill Rice,Finance,night
4264,Nicholas Frank,Finance,evening
4265,Jennifer Moore,IT,morning
4266,Tiffany Holder,Support,evening
4267,Crystal Pitts,IT,morning
4268,Jared Buckley,Support,night
4269,Jack Alexander,Support,night
4270,Katherine Ford,Support,night
4271,Jose Raymond,IT,evening
4272,Steven Evans,Finance,morning
4273,Kathleen Lucas,HR,night
4274,Christine Holloway,IT,evening
4275,Scott Cross,Support,evening
4276,Allison Thomas,Support,night
4277,Douglas Brown,Support,evening
4278,Derek Cook,HR,morning
4279,Jenna Hart,HR,night
4280,Maria Lee,HR,night
4281,Rebecca Williams,IT,morning
4282,Russell Rich,Support,evening
4283,Michael Johnson,IT,morning
4284,Gregory Ross,HR,morning
4285,Carly James,Support,night
4286,Ian Williams,Finance,evening
4287,Andrea Ellis MD,Support,evening
4288,Tim Cooper,Support,night
4289,James Holloway,IT,morning
4290,Taylor Joseph,HR,night
4291,Judith Murray,IT,night
4292,Sarah Brewer,Sales,night
4293,Dr. Christina Lloyd MD,HR,evening
4294,Amber Robinson,Sales,morning
4295,Kristen Jackson,IT,night
4296,Eric Hess,Finance,morning
4297,Amy Carlson,Support,night
4298,Alejandra Medina,IT,evening
4299,Emily Rogers,HR,morning
4300,Brett Rogers,HR,morning
4301,Edward Juarez,Sales,evening
4302,Jeffery Dunn,Sales,evening
4303,David Reed,Finance,night
4304,Patrick Ballard,Support,night
4305,April Vasquez,Finance,morning
4306,William Warren,Finance,morning
4307,April Jones,HR,night
4308,Jeffrey Shields,Finance,morning
4309,Samuel Reeves,Sales,morning
4310,Kristina Sullivan,Support,night
4311,Jay Ross,Support,evening
4312,Tina Rivers,HR,night
4313,Louis Jenkins,Sales,night
4314,Joseph Wilson,IT,morning
4315,Christopher Cox,Support,morning
4316,Shannon Lynch,IT,night
4317,Donald Shea,IT,evening
4318,Latoya Lewis,Support,morning
4319,Steven James,IT,morning
4320,Emily Garrison,Sales,morning
4321,Sean Wood,Sales,morning
4322,Leah Stephens,IT,evening
4323,Katrina Archer,Finance,morning
4324,Emily Butler,Sales,night
4325,Patty Flores,Sales,evening
4326,Destiny Taylor,Support,morning
4327,Cheyenne Owen,Finance,night
4328,Kayla Barnes,Sales,morning
4329,Kathryn Hayes,IT,evening
4330,Thomas Franklin,Sales,night
4331,Tommy Nelson,Sales,morning
4332,Richard Goodman,HR,morning
4333,John Walker,IT,night
4334,Richard Keith,Sales,night
4335,Gina Mullen,Sales,evening
4336,Stephanie Edwards,HR,evening
4337,Tara Rodgers,Support,evening
4338,Nicholas Walker Jr.,Sales,night
4339,Manuel Cross,IT,morning
4340,Margaret Olson,HR,night
4341,Jeffrey Rowland,HR,morning
4342,Patricia Horton,Sales,night
4343,Paul Wright,IT,morning
4344,Gregg Ward,HR,evening
4345,Gary Shelton,HR,morning
4346,Scott Hood,Sales,evening
4347,Sherry Davis,Finance,evening
4348,Brittany Stevenson,Sales,evening
4349,Stephen Cooper,HR,morning
4350,Tammy Harris,HR,morning
4351,Tracy Goodwin,Support,morning
4352,Laura Nguyen,Sales,evening
4353,Brooke Rivera,IT,morning
4354,Lisa White,Sales,morning
4355,Gerald Kelly,Sales,morning
4356,Crystal Robinson,IT,night
4357,Derrick Lang,Finance,morning
4358,Eric Allen,Finance,morning
4359,Robert Taylor,HR,evening
4360,Victor Hicks,Sales,evening
4361,Teresa Combs,Support,evening
4362,Justin Vazquez,IT,morning
4363,Wendy Warren,Finance,evening
4364,Daniel Dillon,HR,evening
4365,Eric Williams,Support,night
4366,Brandon Wolf,Sales,night
4367,Brenda Martinez,Support,night
4368,Andrew Wallace,Finance,night
4369,Carolyn Marshall,Finance,evening
4370,Randall Garcia,Sales,night
4371,Terry Kelley,HR,morning
4372,James Berry,Sales,morning
4373,Dustin Smith,Sales,morning
4374,Kristy Reynolds,Sales,evening
4375,Stacy Trujillo,Finance,night
4376,Kelly Hunter,HR,night
4377,April Scott,HR,morning
4378,Emily Jones MD,Sales,night
4379,Jack Moss,HR,night
4380,Linda Bell,Finance,morning
4381,Lauren Jones,IT,morning
4382,William Davis,Sales,morning
4383,Andre Riley,Finance,evening
4384,Jordan Gaines,Finance,morning
4385,Derek Branch,IT,morning
4386,Lisa Patterson,IT,morning
4387,Brandon Baker,HR,night
4388,Ryan Hamilton,Support,morning
4389,Denise Gonzales,IT,night
4390,Sarah Baker,HR,night
4391,Melinda Smith,Support,evening
4392,Mr. Raymond Smith,HR,evening
4393,Richard Best,Support,evening
4394,Brandi Krause,Finance,morning
4395,Thomas Williams,HR,night
4396,Cynthia Small,Support,night
4397,Pamela Coleman,Support,evening
4398,Daniel Pope,Sales,night
4399,Paula Combs,Finance,evening
4400,Laura Mitchell,Support,morning
4401,Lisa Stanton,Finance,evening
4402,Samuel Ward,Sales,morning
4403,Nathan Rodriguez,Finance,night
4404,Sharon Reyes,HR,evening
4405,Nicholas Miller,HR,night
4406,Cheryl Avery,HR,evening
4407,Dr. Joseph Banks,Sales,night
4408,Joseph Herrera,HR,evening
4409,Ryan Rosales,Support,morning
4410,Jason Gordon,HR,morning
4411,Sara Wilkerson,Support,evening
4412,James Maldonado,IT,morning
4413,Michael Scott,Support,night
4414,Elizabeth Martin,Sales,morning
4415,Catherine Hill,Support,evening
4416,Rachel Thompson,HR,night
4417,Stacy Barton,Sales,evening
4418,Jessica Cook,HR,night
4419,Bruce Stewart Jr.,Sales,evening
4420,Jeffery Fuller,Finance,evening
4421,David Johnson,IT,evening
4422,Randy Bishop,Sales,evening
4423,Alexander Stewart,HR,night
4424,Amy Lewis,Support,morning
4425,Larry Strickland,HR,evening
4426,Marc Graham,Sales,night
4427,Leslie Williams,Support,evening
4428,April Chapman,Finance,morning
4429,Amy Coffey,HR,morning
4430,Antonio Parker,IT,evening
4431,Jason Vargas,HR,evening
4432,Ronald Hayes,IT,evening
4433,Nancy Brown,HR,evening
4434,Thomas Sparks,IT,evening
4435,Miss Wanda Long,Sales,night
4436,Olivia Jacobson,Support,night
4437,Patrick House,HR,night
4438,Frank Jones,HR,night
4439,Tammy Johnson,HR,evening
4440,Nicholas West,IT,night
4441,Julie Houston,Finance,morning
4442,Christopher Nichols,Support,night
4443,Joseph Hall,Support,evening
4444,Shawn Yang,IT,evening
4445,Sean Jimenez,IT,morning
4446,Donald Banks,HR,morning
4447,Brent Smith,HR,morning
4448,Frank Wright,Finance,night
4449,Scott Powell,Sales,night
4450,April Ramirez,Support,evening
4451,Mark Graves,IT,evening
4452,Rebekah Rios,Sales,evening
4453,David Lowery,Finance,morning
4454,Stacy Moore,Finance,night
4455,Kelly Lopez,Sales,evening
4456,Thomas Higgins,IT,night
4457,Austin Horton,Support,morning
4458,Angela Brown,Support,night
4459,Kevin Fry,Finance,evening
4460,Brandon Kramer,Sales,night
4461,Jenna Green,Sales,night
4462,Phillip Pham,Sales,morning
4463,Jamie Zuniga,HR,morning
4464,Julia Woods,Finance,evening
4465,Alicia Lopez,Finance,morning
4466,Tonya Williams,HR,morning
4467,Tammy Kim,Support,morning
4468,Kelly Diaz,HR,evening
4469,Todd Suarez,HR,evening
4470,Tyler Morales,IT,evening
4471,Angela Gonzalez,IT,night
4472,Meghan Brown,Sales,morning
4473,Raymond Rich,Finance,night
4474,Megan Bradley,Sales,night
4475,Cindy Leonard,HR,night
4476,David Jones,Support,night
4477,Maria Lopez DVM,Sales,night
4478,Kendra Morales,Sales,evening
4479,Phillip Stephens,Support,evening
4480,Kimberly Arias,Support,morning
4481,Megan Jones,IT,evening
4482,Rebecca Gallegos,Finance,evening
4483,Anthony Mcgee,IT,morning
4484,Joshua Porter,HR,morning
4485,Stacey Thompson,Sales,night
4486,Christopher Velazquez,HR,morning
4487,Angela Sawyer,Support,night
4488,Nicole Howard,Sales,night
4489,Jacob Jackson,Finance,evening
4490,Melissa White,Sales,evening
4491,Heather Spears,HR,morning
4492,Michael Tucker,Support,morning
4493,Barry Jones,IT,night
4494,Daniel Miller,IT,morning
4495,David Garcia,IT,evening
4496,Bonnie Hogan,IT,evening
4497,Lisa Fernandez,Sales,night
4498,Anthony West,Sales,morning
4499,Ryan Cline,IT,night
4500,Juan Stephens,Finance,evening
4501,Andrew Ballard,Finance,morning
4502,Paige Thompson,HR,morning
4503,Kristen Wood,IT,night
4504,Kevin Miller,Finance,night
4505,Margaret Boone,IT,night
4506,Stephen Mullins,HR,night
4507,Phillip Gill,Finance,morning
4508,Jacob Anderson,Sales,night
4509,Nathaniel Moore,Finance,night
4510,Jonathan Burnett,HR,evening
4511,Kimberly Morton,HR,night
4512,James Alvarez,Support,night
4513,Dr. Stacey Hernandez,HR,night
4514,Leah Boone,HR,night
4515,Kristen Alexander,IT,evening
4516,Stephanie Whitaker,Support,evening
4517,Blake Taylor,Support,morning
4518,Lisa Foster,Finance,morning
4519,Patrick Carroll,Finance,morning
4520,Lee Garcia,HR,night
4521,Tara Walters,IT,night
4522,Robert Higgins,HR,evening
4523,Matthew Vargas,IT,morning
4524,Andrew Clark,Sales,evening
4525,Benjamin Foster,IT,morning
4526,Brad Roberts,Sales,morning
4527,Natalie Moore,HR,morning
4528,John Walker,HR,night
4529,Jamie Vaughn,Support,evening
4530,Lawrence Parker,HR,evening
4531,Andrew Reid,Support,night
4532,Monica Stewart,Finance,morning
4533,Tyler Stevens,Sales,night
4534,Joshua Hughes,Finance,evening
4535,Brandon Wright,IT,morning
4536,Christopher Flores,IT,evening
4537,Valerie Todd,HR,night
4538,David Jackson,HR,evening
4539,Caitlin Young,Support,night
4540,Stephen Barnes,Sales,night
4541,Jody White,HR,night
4542,Mark Shannon,IT,evening
4543,April Maldonado,IT,evening
4544,Elizabeth Martinez,IT,morning
4545,Nicole Warner,HR,night
4546,Eric Greene,Support,morning
4547,Kaitlyn Gray,Finance,night
4548,Steven Duncan,HR,night
4549,Heather Gomez,Sales,evening
4550,Tyler Jones,Sales,night
4551,Andrew Chen,Support,night
4552,Thomas Davis,Finance,evening
4553,Eric Conner,Finance,night
4554,Natalie Morales,Sales,morning
4555,Veronica Kennedy,Finance,evening
4556,David Williams,HR,night
4557,Bryan Williams,Support,evening
4558,Paula Smith,Sales,morning
4559,Alyssa Key,Support,morning
4560,Donald Harrison,Sales,morning
4561,Angela Perez,Sales,morning
4562,Jennifer Nichols,HR,morning
4563,Michelle Carson,HR,morning
4564,Ashley Medina,Sales,night
4565,Sue Woods,IT,night
4566,Allison Gonzalez,IT,evening
4567,Miranda Perez,Finance,night
4568,Troy Flores,Sales,morning
4569,Steven Bates,Finance,night
4570,Gregory Russo,Sales,night
4571,Amy Wade,IT,evening
4572,Jill Scott,IT,morning
4573,Tabitha Hill,Finance,evening
4574,Arthur Schroeder,Finance,night
4575,Anna Schneider,Finance,morning
4576,Patrick Gallagher,IT,morning
4577,Sarah Cantu,Sales,night
4578,Mr. Donald Blanchard,IT,night
4579,Jordan Montes,Support,evening
4580,Tiffany Holmes,Sales,evening
4581,Kathleen Lee,Support,morning
4582,Kendra Gibson,Sales,night
4583,Destiny Rice,Sales,evening
4584,Jeffrey Decker,IT,night
4585,Andrea Hernandez,IT,evening
4586,John Carpenter,Sales,morning
4587,John Vaughn,Finance,morning
4588,Stephanie Guerrero,Finance,morning
4589,Kelsey White,Sales,night
4590,Sharon Blankenship,Finance,night
4591,Rebecca Gonzalez,HR,morning
4592,Jessica Rios,Sales,night
4593,Tammy Frederick,IT,evening
4594,Sarah Ibarra,Support,night
4595,Kenneth Potter,IT,night
4596,Sandra Hays,Finance,night
4597,Todd Goodwin,Sales,morning
4598,John Dickson,HR,night
4599,Betty Cruz,Support,morning
4600,Erica Clark,IT,evening
4601,Eric Clements,HR,morning
4602,Karen Luna,Support,morning
4603,Rick Rodriguez,Support,evening
4604,Samantha Bradford,Sales,evening
4605,Jamie Hughes,Sales,evening
4606,Tina Watson,Support,evening
4607,Stephanie Cross,Finance,evening
4608,Rebecca Jones,IT,night
4609,Jennifer Stone,Finance,night
4610,Laurie Rogers,Sales,morning
4611,Justin Odom,Sales,night
4612,Anne Ochoa,Sales,evening
4613,Michael Richard,Finance,morning
4614,Robert Rogers,Support,night
4615,Lonnie Watts,IT,night
4616,Richard Torres,Finance,night
4617,Kevin Lin,Sales,morning
4618,Curtis Callahan,Finance,evening
4619,Diana Ramirez,IT,evening
4620,Bailey Johnson,Support,morning
4621,Brittany Hardin,HR,morning
4622,Jennifer Brown,HR,evening
4623,Thomas Campbell,HR,night
4624,Kaitlyn Houston,Support,evening
4625,Destiny Foster,Support,morning
4626,Shane Ibarra,HR,morning
4627,Matthew Watson,IT,night
4628,Katherine Mills,Sales,night
4629,Thomas Gonzales,IT,night
4630,Morgan Graham,HR,night
4631,Mark Murray,Support,morning
4632,Amy Morrison,Finance,morning
4633,Erik Sanchez,HR,night
4634,Bailey Leach,Sales,morning
4635,Amy Knight,Sales,morning
4636,Suzanne Huerta,IT,night
4637,Edward Hill,IT,night
4638,Audrey Stephens,IT,evening
4639,Alan Martinez,Support,morning
4640,Paul Alvarado,HR,night
4641,Amanda Casey,Finance,evening
4642,Sally Martin,HR,evening
4643,Alexis Robinson,Support,night
4644,Megan Barber,HR,morning
4645,Raymond Thompson,Support,night
4646,Scott Brown,IT,morning
4647,Justin Sanchez,Finance,night
4648,Ronald Stanley,Finance,evening
4649,Amanda Parsons,IT,morning
4650,Jessica Davila,HR,morning
4651,Jessica Thornton,HR,morning
4652,Miss Christina Fletcher MD,Sales,morning
4653,Derek Gonzalez,IT,night
4654,Jennifer Williams,IT,morning
4655,Tyler Green,IT,morning
4656,Kim Allen,Support,morning
4657,Nicholas Reid,Support,morning
4658,Aaron Smith,Support,night
4659,Karen Roberts,Finance,night
4660,Jordan Franklin,Sales,morning
4661,Andrew Chandler,Finance,night
4662,Travis Johnson,Sales,night
4663,Jerry Ballard,HR,evening
4664,Natasha Ramirez,IT,morning
4665,Brandon Holland,IT,night
4666,Randy Franco,IT,night
4667,Keith Lopez,IT,evening
4668,Stephanie Sanders,IT,morning
4669,Jonathan Smith,Sales,night
4670,Ronald Jones,Finance,night
4671,Dawn Callahan,Support,evening
4672,Darius Phillips,IT,night
4673,Ruth Terrell,HR,evening
4674,Susan Jones,Finance,night
4675,Miss Miranda Mitchell,Sales,morning
4676,Brian Knight,HR,night
4677,Charles Moore,Finance,evening
4678,Mr. Gregg Murray,Sales,evening
4679,Mr. Stephen Wang,Sales,morning
4680,Heather Gonzalez,Finance,night
4681,Diane Curtis,IT,night
4682,Tammy Cummings,Sales,night
4683,Linda Fitzgerald,IT,morning
4684,Sherri Pena,IT,night
4685,Darrell Parker,Support,evening
4686,Henry Roberson,Support,morning
4687,Willie Martin,Sales,morning
4688,Kenneth Johnson,Support,morning
4689,Eugene Fisher,HR,evening
4690,Susan White,HR,night
4691,Richard Wolfe,Finance,evening
4692,Jill Ross,Sales,morning
4693,Meghan Jones,Sales,morning
4694,Jason Harvey,Support,evening
4695,Andrew Allen,Sales,evening
4696,Ruben Reynolds,Finance,morning
4697,Johnathan Norton,IT,morning
4698,Dave Dennis,HR,morning
4699,Jordan Cole,IT,night
4700,Arthur Smith,IT,evening
4701,Nathaniel Garcia,Sales,evening
4702,Lisa Mahoney,Support,morning
4703,Susan Jones,Support,evening
4704,Tracey Diaz,Support,evening
4705,Jeanne Harper,Sales,night
4706,George Day,Support,evening
4707,Ashley Smith,Finance,morning
4708,Tammy Byrd,Finance,morning
4709,Richard Nelson,HR,night
4710,Morgan Salazar,HR,night
4711,Ross Mckay,Finance,morning
4712,James Reed,Finance,morning
4713,Michael Smith,Support,morning
4714,Kathleen Ayala,IT,evening
4715,Amber Guzman,IT,morning
4716,Gregory Bush,HR,morning
4717,Evan Chan,IT,night
4718,Peter Hayes,Sales,night
4719,Justin Valdez,Finance,night
4720,Kimberly Martinez,HR,morning
4721,Bryan Tanner,HR,night
4722,Brandy Ramirez,Finance,night
4723,Angel Yoder,Finance,morning
4724,Bradley Walker,Support,night
4725,Benjamin Moore,Support,night
4726,Dennis Everett,IT,evening
4727,Gary Rojas,Finance,morning
4728,Anthony Vang,HR,morning
4729,Gary Carroll,HR,evening
4730,Jessica Baker,HR,night
4731,Robert Hawkins,HR,evening
4732,Andrew Moreno,Finance,night
4733,Austin Bender,Support,evening
4734,Crystal House,HR,night
4735,Stephanie Watkins,Finance,morning
4736,Terry Ward,Support,evening
4737,Carl Roberts,Support,morning
4738,Timothy Bryant,HR,morning
4739,Ronald Tucker,Finance,evening
4740,Linda Cohen,HR,morning
4741,Joshua Johnson,Sales,evening
4742,Gregory Brown,Support,evening
4743,Mary Morton,Support,night
4744,Aaron Moss,IT,night
4745,Ashley Joyce,Support,morning
4746,Garrett Cook,HR,evening
4747,Stephanie Walker,Sales,night
4748,Maria Bishop,Finance,morning
4749,Sarah Farmer,Support,evening
4750,Aaron Willis,Support,evening
4751,Joseph Velez,HR,night
4752,Kenneth Nelson,IT,evening
4753,Donna Williams,Sales,night
4754,Luke Willis,Sales,night
4755,Adam Sanders,HR,night
4756,Julie Hayes,Support,evening
4757,Christina Montgomery,Finance,night
4758,Sandra Henderson,Support,evening
4759,Richard Rush,IT,evening
4760,Jose Mckay,HR,night
4761,Robert Rocha,IT,evening
4762,Megan Dudley,Support,evening
4763,Natasha Nelson DDS,Support,morning
4764,Teresa Evans,Support,morning
4765,Nicole Johnson,IT,morning
4766,Michael Perez,Finance,morning
4767,William Pierce,Sales,night
4768,Stephanie Estrada,Finance,night
4769,Kenneth Williams,IT,night
4770,William Robbins,HR,night
4771,Gwendolyn Glover,IT,night
4772,Jessica White,Finance,evening
4773,Tammy Burnett,Support,evening
4774,Sandy Cruz,Sales,evening
4775,John Leon,Sales,night
4776,Melody Leach,Sales,night
4777,Charles Bailey,Sales,night
4778,Kathleen Mendez,Support,morning
4779,Karen Anderson,HR,morning
4780,Deanna Perkins,HR,night
4781,Matthew Kennedy,Sales,night
4782,Lauren Allen,HR,night
4783,Nancy Jacobs,HR,night
4784,Nathaniel Wilkerson,Sales,morning
4785,Lisa Mcbride,IT,evening
4786,Daniel Dillon,Support,morning
4787,Jesus Clark,Support,night
4788,Lindsey Miller,Sales,morning
4789,Jacqueline Robinson,Finance,night
4790,Jessica Harrington,HR,evening
4791,Megan Martin,Finance,night
4792,Jennifer Kramer,HR,morning
4793,Danielle Edwards,Sales,morning
4794,Kari Greer,Support,evening
4795,Robert Vaughn,Finance,evening
4796,Stephanie Beard,Finance,evening
4797,John Scott,Support,night
4798,Kristopher Griffin,Support,evening
4799,Dana Thomas,IT,morning
4800,Jennifer Marquez,Support,night
4801,Alicia Walter,Finance,morning
4802,Timothy Carter,Support,evening
4803,Gabriel Dean,Finance,night
4804,Justin Mitchell,IT,morning
4805,Gregory Taylor,IT,morning
4806,Christopher Hernandez,Finance,morning
4807,Michele Lee,Sales,morning
4808,Jon Wood,IT,evening
4809,Melissa Moody,Finance,evening
4810,Sherry May,Finance,evening
4811,Veronica Brown,Sales,morning
4812,Crystal Lam,Finance,morning
4813,Christopher Wilson,HR,evening
4814,Amanda Mccormick,IT,morning
4815,Jeffrey Berry,Finance,night
4816,Amanda Simpson,Sales,morning
4817,Diane Bush,Support,evening
4818,Sharon Moore,IT,evening
4819,Mark Herring,Finance,night
4820,Jennifer Lopez,Finance,night
4821,Michael Smith,IT,morning
4822,Sara Hodges,IT,evening
4823,Jacob Woods PhD,IT,night
4824,Kathleen Murphy,IT,evening
4825,Barbara Fleming,IT,night
4826,Jaime Griffin,IT,night
4827,Kevin Scott,IT,morning
4828,Amanda Greene,Support,morning
4829,Stephen Hill,HR,morning
4830,Benjamin Campbell,HR,morning
4831,Gina Branch,Sales,evening
4832,Eric Joseph PhD,HR,morning
4833,Robin Lyons,Finance,evening
4834,Francisco Watson,Support,morning
4835,Nicholas Garza,Finance,night
4836,Alexis Davis,Finance,morning
4837,Nicholas Gomez,Support,morning
4838,Charles Rodriguez,Support,night
4839,Daniel Massey,HR,morning
4840,Kenneth Lyons,Finance,morning
4841,Erin Johnson,Finance,morning
4842,Michael Lowe,Sales,evening
4843,Rachel Harris,HR,evening
4844,Kayla Booth,HR,evening
4845,John Bowen,Sales,evening
4846,Kimberly Duncan,Finance,evening
4847,Kimberly Shaffer,HR,evening
4848,Randy Rios DDS,HR,morning
4849,Glenn Richardson,HR,night
4850,Amanda Newton,HR,evening
4851,Joseph Erickson,HR,morning
4852,Andrea Jackson,IT,evening
